item,a1,d,question,group,id
spacer,4.15707298845153,0.862790567333659,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_328
zoo,2.66111296049985,-0.961758769209671,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_330
babcia,2.45610814516585,4.41179811751115,OSOBY: Czy dziecko mówi...,mowa,item_331
brat,2.37690162018341,-0.68648774939999,OSOBY: Czy dziecko mówi...,mowa,item_332
chłopiec,4.37773335093412,0.29653487348659,OSOBY: Czy dziecko mówi...,mowa,item_333
ciocia,2.85789669756584,2.49471153919296,OSOBY: Czy dziecko mówi...,mowa,item_334
córeczka,3.58568329552884,-1.5095166900213,OSOBY: Czy dziecko mówi...,mowa,item_335
dzieci,3.2051968111145,1.86471006239524,OSOBY: Czy dziecko mówi...,mowa,item_339
dziewczynka,4.21331959382843,0.67670265551086894,OSOBY: Czy dziecko mówi...,mowa,item_340
fryzjer,4.0491589155863,-2.07626761356338,OSOBY: Czy dziecko mówi...,mowa,item_341
goście,4.29572538054295,-1.20599396536807,OSOBY: Czy dziecko mówi...,mowa,item_342
krasnoludek,4.02436817371062,-2.19174360504023,OSOBY: Czy dziecko mówi...,mowa,item_345
ksiądz,3.41621123116669,-1.74364556327761,OSOBY: Czy dziecko mówi...,mowa,item_347
ludzie,4.440648720776,-1.16183210368694,OSOBY: Czy dziecko mówi...,mowa,item_348
pan,3.19501394667179,2.51610505622623,OSOBY: Czy dziecko mówi...,mowa,item_350
pani,3.43375990087336,1.99873608913958,OSOBY: Czy dziecko mówi...,mowa,item_351
policjant,4.22930368522054,-1.44378243920654,OSOBY: Czy dziecko mówi...,mowa,item_352
siostra,2.8097721779475,-0.877135590077496,OSOBY: Czy dziecko mówi...,mowa,item_353
synek,3.66695448494002,-1.15795540144322,OSOBY: Czy dziecko mówi...,mowa,item_354
wujek,3.06499011177423,1.085844774883,OSOBY: Czy dziecko mówi...,mowa,item_357
cześć,2.09037410129229,1.93472273427186,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_358
dobranoc,3.69741798654605,0.0117448095439194,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_361
dziękuję,3.82386010337132,1.52119866600365,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_362
proszę,3.76902391671634,1.33927697926664,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_363
przepraszam,4.27948871202455,0.468672412553702,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_364
halo,1.48253077230175,1.34714737877677,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_365
tak,2.02601193596665,3.21816178956446,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_367
nie,1.61457291612537,3.40389454944598,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_368
śniadanie,4.41519092877954,-0.244005726084048,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_369
obiad,4.48703527258955,0.339191880909685,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_370
kolacja,4.38162387966892,-0.714239676956272,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_371
kupka,2.71969051767434,1.85054656739815,"FORMUŁY, ZABAWY, RUTYNOWE CZYNNOŚCI: Czy dziecko mówi...",mowa,item_373
be,0.637189259130546,1.53733058192068,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_377
biały,4.03097891879997,-1.23081927672146,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_378
brudny,4.29122749091657,0.717135221989268,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_379
brzydki,4.09489758934989,-0.339625180025899,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_380
chory,5.57883215919867,0.271031450267174,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_382
ciepły,3.72534053002413,0.335187364967714,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_383
ciężki,4.70468837254011,-0.80638991712963,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_384
czarny,4.84517625304123,-1.77411945441407,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_385
czerwony,4.29541712744609,-1.42146491808993,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_386
czysty,5.16996135194923,0.0259169447861298,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_387
dobry,4.00893579100332,0.418242114214594,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_388
duży,4.27169220173978,1.17669166667104,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_389
głodny,4.82525251854573,-0.401287028711518,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_390
głupi,3.35190448579338,-1.45413235758205,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_391
kochany,4.13605998930021,-0.590219750242342,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_393
ładny,4.48449402960917,-0.0895316172019567,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_394
mały,4.35764827878795,0.741939717518935,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_395
mądry,4.35599115780963,-2.19108518022273,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_396
mokry,4.68022858361385,-0.13314001957369,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_397
nowy,4.40213834983243,-1.06010370761181,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_399
otwarty,4.62856396001337,-1.60970760559779,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_400
pyszny,3.41781680051489,-0.403806567177186,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_402
śpiący,3.27797766276985,-0.395917250236508,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_403
umyty,4.73818400729856,-0.675593026338401,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_404
zamknięty,4.81350964349203,-1.26232885686633,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_405
zdrowy,5.75343773342652,-1.12374180957836,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_406
zepsuty,4.21778162655545,-1.1324548251587,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_407
zimny,3.81434805220389,0.355710862493483,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_408
zmęczony,4.83903858351708,-1.17789671704814,NAZWY CECH: PRZYMIOTNIKI: Czy dziecko mówi...,mowa,item_409
brzydko,3.40217533372297,-0.374115014279566,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_411
cicho,2.63270090251112,1.42265626669624,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_412
ciemno,5.31868085428217,0.90470630136144,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_413
ciepło,4.5126574822416,0.477598991642644,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_414
dobrze,3.86585282555351,0.506702050230538,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_415
głośno,5.16262703221891,-0.452312910205004,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_416
ładnie,4.52617982309924,-0.330389324526204,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_418
mocno,4.65028220298202,-1.01885094752045,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_419
mokro,4.02436849002607,0.217818426364796,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_420
zimno,3.67952816556425,0.862661822675265,NAZWY CECH: PRZYSŁÓWKI: Czy dziecko mówi...,mowa,item_422
bić,3.05565955922673,-0.128307707687312,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_425
boleć,3.29283582110871,0.593951542918639,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_427
budować,5.4263265667046,-0.410192493491287,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_428
całować,4.08304210712741,-0.114148189332549,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_430
chcieć,3.33434308246521,0.189115563571771,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_431
ciąć,3.41090857882716,-1.72795610834079,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_433
czekać,4.9354797168663,-0.586972359039322,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_435
czesać,4.61349342136532,-0.2830063266767,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_436
czyścić,4.57610858535082,-1.59383979646786,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_437
czytać,4.74631468528294,0.606940956946311,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_438
dać,2.08099332641861,1.42336757810625,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_439
dmuchać,4.55557993618228,-0.425105340972696,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_440
dostać,5.18255031432643,-1.22117120369523,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_441
drapać,5.3058866105055,-1.70469788689611,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_442
dzwonić,4.41796094508324,0.6170137635252,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_443
gonić,4.2007586831599,-0.827019547255239,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_444
gotować,5.7150405995347,-0.446620618497691,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_445
grać,4.66221585726899,0.0136834416561038,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_446
gryźć,5.1775979465727,-1.07091260543582,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_447
jeść,2.78847167480715,1.80627016137598,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_451
kochać,4.38796320766327,0.356462636616306,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_454
kopać,4.51591125309958,-0.669978502815906,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_455
kupić,5.96844901086366,0.21446615702566,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_457
lać,3.40566916550762,-1.84910055920342,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_458
leżeć,5.63745951324465,-0.291107779940526,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_460
lubić,5.3130850887169,-0.492730300829641,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_461
malować,4.68351111572003,0.150174511306544,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_462
mieszkać,5.50891275047961,-2.19494507526642,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_464
myśleć,5.18966319847525,-2.86081552811626,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_469
opowiadać,5.21650424332908,-2.03856692182204,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_475
otworzyć,5.38077387348345,-0.522010640741545,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_476
pić,2.66718523390008,2.02817772995016,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_479
pisać,3.89319404744218,0.313375560294126,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_480
pluć,4.09667189569121,-2.02275259284853,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_481
płakać,4.99486807088199,0.504863397698883,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_482
pokazać,5.86159400094943,-1.33724638623511,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_484
pomóc,5.79935479182531,-1.191402477262,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_485
pożyczyć,4.91840937910253,-3.09442834679256,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_486
pracować,5.19849732689792,-1.17647131815538,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_487
prać,4.51173000126637,-0.888085252093755,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_488
prasować,4.73326983102664,-1.94423066596161,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_489
prosić,4.58658194359475,-0.484758699647355,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_490
przyjść,5.5357514830083,-1.28253499297406,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_491
przykryć,5.41221792933626,-1.25057227809832,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_492
przynieść,5.92656339716617,-1.31675047322314,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_493
puścić,4.36349377286131,-1.49831803435558,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_494
robić,5.28224304835566,-0.621193138764061,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_495
rozmawiać,5.90987514222922,-1.77802233916359,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_496
rysować,4.67244037972466,0.160200188487183,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_497
rzucać,4.87148759747437,-0.724788077781791,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_498
schować,6.18199985975103,-1.08670411340994,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_499
siedzieć,4.70286966859967,0.156160525677991,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_500
skakać,4.20758808858433,0.33747033074892,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_501
skończyć,5.4424150650747,-2.38722474426612,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_502
spać,3.01936246507918,1.96889474246246,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_504
sprzątać,5.8881701971698,0.00460399863036689,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_505
stać,4.64935115780875,-0.516508999812125,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_506
szukać,6.17671938348306,-0.647765094906653,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_508
szyć,4.16563714209526,-2.63979158757647,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_509
śpiewać,4.21592233441638,0.171069806493192,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_511
tańczyć,4.02849184577935,0.774601957156242,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_512
trzymać,5.86753695095062,-1.17723726393016,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_513
uciekać,5.80194135411969,-1.03314045354793,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_515
umieć,5.53538202359339,-1.71315152543918,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_517
wiązać,5.54177306801628,-2.8963722209029,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_521
wiedzieć,5.51218738633366,-2.42185246633583,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_523
wstawać,5.06697912885951,-0.789747656283292,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_525
wyrzucić,5.73242700016295,-0.8660682029038,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_526
wytrzeć,5.7666395355574,-1.28443293492061,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_527
zamiatać,5.24914597271112,-1.22903174916205,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_528
zamknąć,5.59456748647756,-0.457761219309894,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_529
zapiąć,5.53459413855134,-1.68701028881544,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_530
zepsuć,5.28368728724619,-0.704903067871763,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_533
zgubić,5.41608393326483,-1.54648944033562,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_534
złamać,5.78058811468861,-2.57903091561174,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_535
złapać,6.59625585058985,-2.06238691036469,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_536
znać,5.01321013078916,-2.60227054629642,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_538
znaleźć,6.71240473708054,-2.28491566464066,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_539
zostać,5.35105396046931,-1.86946444782815,NAZWY CZYNNOŚCI: CZASOWNIKI: Czy dziecko mówi...,mowa,item_540
tu,2.32120499091228,3.33061649809478,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_546
tam,2.10048690051469,2.19630610324446,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_547
tędy,2.5461640936634,-1.49576737688775,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_548
stąd,3.55987080709377,-3.20322933852845,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_549
daleko,5.2647280919335,0.190167562160612,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_550
blisko,4.99795120531798,-1.2291017948459,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_551
wysoko,4.13735678964298,0.435354598324144,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_552
nisko,3.82525559842881,-1.114381592426,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_553
gdzieś,2.9035642008739,-1.69301509483791,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_559
nigdzie,3.15855091174107,-1.90997779035258,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_560
wszędzie,3.98142654819145,-2.90101561113742,OKREŚLENIA MIEJSCA: Czy dziecko mówi...,mowa,item_561
teraz,3.48645092797808,0.0175254630571394,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_564
zaraz,3.15962852801565,-0.886283461418001,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_565
kiedyś,4.1196524922366,-3.25423520924204,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_568
nigdy,3.4084153486721,-2.63560717307835,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_569
zawsze,4.19957936699436,-3.12903906706012,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_570
czasem,3.93542517906064,-3.34207602481855,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_571
jutro,3.71482054252007,-0.590893961405048,"OKREŚLENIA CZASU (proszę zaznaczyć ‚Tak’, nawet jeśli dziecko używa tego określenia błędnie, np. „Jutro Jaś jadł lody.”):: Czy dziecko mówi...",mowa,item_573
wczoraj,4.09124639343529,-1.78226368685253,"OKREŚLENIA CZASU (proszę zaznaczyć ‚Tak’, nawet jeśli dziecko używa tego określenia błędnie, np. „Ciocia przyjdzie wczoraj”):: Czy dziecko mówi...",mowa,item_574
rano,3.82496406961684,-0.775823908782163,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_575
wieczorem,4.00614227795558,-1.87798442535568,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_576
dzień,4.05267332100133,-0.784130014848979,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_578
godzina,3.7893547240935,-2.10692435234832,OKREŚLENIA CZASU: Czy dziecko mówi...,mowa,item_579
dużo,4.6536018403383,2.00676343187007,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_580
mało,3.96795577849072,1.0764071552247,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_581
tyle,2.53265642708806,-1.10080676223401,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_583
więcej,4.49818922197177,-2.17268346992997,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_584
jeszcze,3.10383979314248,0.404907856800578,"OKREŚLENIA MIARY (w takich zdaniach jak np. „Jeszcze mleka!”, „Jeszcze jedną truskawkę mi daj!”):: Czy dziecko mówi...",mowa,item_585
inny,2.97544292383921,-1.01584066037924,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_587
drugi,3.10182773926135,-0.746703101665648,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_588
cały,3.94710238967554,-1.30059393396739,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_589
bardzo,4.48676614263051,-1.33108828540107,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_590
tylko,4.76682602694274,-2.34478923058311,OKREŚLENIA MIARY (w takich zdaniach jak np. „Zjem tylko serek”):: Czy dziecko mówi...,mowa,item_591
razem,4.36782779348865,-1.3685908189835,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_593
też,2.70939543745544,-0.962664470015849,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_594
każdy,4.21090770308309,-3.30676662638668,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_597
niektóry,3.73531731172313,-4.33798613369101,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_598
żaden,3.93332943526513,-3.63839912811607,OKREŚLENIA MIARY: Czy dziecko mówi...,mowa,item_599
się,2.72423134611528,-2.53061052069664,ZAIMKI OSOBOWE (KTO? KOGO? KOMU?): Czy dziecko mówi...,mowa,item_607
sobie,2.97825366246061,-3.16488647910343,ZAIMKI OSOBOWE (KTO? KOGO? KOMU?): Czy dziecko mówi...,mowa,item_608
mój,2.78199736081643,1.12587327078228,ZAIMKI DZIERŻAWCZE (CZYJ?): Czy dziecko mówi...,mowa,item_609
twój,3.32378347901207,-0.704532468871224,ZAIMKI DZIERŻAWCZE (CZYJ?): Czy dziecko mówi...,mowa,item_610
jego,2.89310503318899,-2.11761632076833,ZAIMKI DZIERŻAWCZE (CZYJ?): Czy dziecko mówi...,mowa,item_611
jej,2.77250633202664,-2.06908227567976,ZAIMKI DZIERŻAWCZE (CZYJ?): Czy dziecko mówi...,mowa,item_612
nasz,3.29974733152132,-1.60126691881057,ZAIMKI DZIERŻAWCZE (CZYJ?): Czy dziecko mówi...,mowa,item_613
wasz,3.32462105623136,-3.12379205414797,ZAIMKI DZIERŻAWCZE (CZYJ?): Czy dziecko mówi...,mowa,item_614
ich,3.23686822119919,-3.25404679925507,ZAIMKI DZIERŻAWCZE (CZYJ?): Czy dziecko mówi...,mowa,item_615
swój,3.13594712599435,-3.12600708520725,ZAIMKI DZIERŻAWCZE (CZYJ?): Czy dziecko mówi...,mowa,item_616
to,1.96972970399738,2.41085240294867,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_617
coś,2.75739955189984,-0.819378516192521,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_618
ktoś,3.12537867098603,-1.53756654882815,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_619
nic,2.45850982796249,0.629029497404493,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_620
nikt,3.65293479613387,-2.25055360546755,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_621
ten,2.00404991237916,0.00292671954114237,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_622
tamten,2.97869098121833,-2.07117702826591,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_623
taki,2.91907476572582,-1.00214757600914,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_624
jakiś,3.73989455528365,-2.96439748191134,ZAIMKI WSKAZUJĄCE I NIEOKREŚLONE: Czy dziecko mówi...,mowa,item_625
chyba,3.05419052640388,-1.36876916881613,PRZYSŁÓWKI MODALNE: Czy dziecko mówi...,mowa,item_639
może,3.23562476710918,-1.34848139020671,PRZYSŁÓWKI MODALNE: Czy dziecko mówi...,mowa,item_640
naprawdę,3.51196603336544,-2.31640645451183,PRZYSŁÓWKI MODALNE: Czy dziecko mówi...,mowa,item_642
pewnie,3.25261223430329,-2.95273427243946,PRZYSŁÓWKI MODALNE: Czy dziecko mówi...,mowa,item_643
przecież,3.58441143996193,-3.28203690236706,PRZYSŁÓWKI MODALNE: Czy dziecko mówi...,mowa,item_644
właśnie,3.36789906882966,-2.68057357917372,PRZYSŁÓWKI MODALNE: Czy dziecko mówi...,mowa,item_646
a,1.33790490726529,0.0463576687053701,SPÓJNIKI: Czy dziecko mówi...,mowa,item_662
albo,3.35507631539455,-2.15933785002504,SPÓJNIKI: Czy dziecko mówi...,mowa,item_663
ale,2.91248400792595,-1.32286161707089,SPÓJNIKI: Czy dziecko mówi...,mowa,item_664
bo,2.46570138486198,-0.841460480196745,SPÓJNIKI: Czy dziecko mówi...,mowa,item_665
i,2.02556451167718,0.0228486392417592,SPÓJNIKI: Czy dziecko mówi...,mowa,item_666
